Day,Month,Year,Imputed_Air_Temp,Precip_Season,Total_rain_m,TOAmidnight,Zenith_midnight,Azimuth_midnight,TOA6am,Zenith_6am,Azimuth_6am,TOAnoon,Zenith_noon,Azimuth_noon,TOA6pm,Zenith_6pm,Azimuth_6pm,Tau
30,7,2010,11.53426292,1,0,0,92.53700459,1.617194967,418.45,72.14168175,84.67719674,881.2,50.39756952,182.1045469,387.35,73.47801469,278.4184574,0.45
31,7,2010,11.04298646,1,0.006,0,92.77928021,1.629672477,413.43,72.36325037,84.784192,876.72,50.64260863,182.1144404,382.04,73.71051489,278.3333009,0.45
1,8,2010,10.69857281,1,0.0012,0,93.02653355,1.644648984,408.32,72.58857045,84.8952648,872.12,50.89264725,182.1273212,376.59,73.94854966,278.2487735,0.45
2,8,2010,8.145303229,1,0.0062,0,93.27868429,1.662136804,403.12,72.81757006,85.0103746,867.43,51.14760596,182.1431685,371.02,74.19204624,278.164917,0.45
3,8,2010,8.227469771,1,0.0002,0,93.53565124,1.682145635,397.83,73.05017766,85.12947804,862.62,51.40740471,182.1619576,365.31,74.44092994,278.0817697,0.45
4,8,2010,10.1146396,1,0,0,93.79735239,1.704682564,392.46,73.28632205,85.25252908,857.71,51.67196281,182.1836593,359.47,74.69512419,277.9993669,0.45
5,8,2010,9.670164104,1,0,0,94.06370495,1.729752082,387,73.52593245,85.37947901,852.69,51.94119899,182.2082405,353.51,74.95455059,277.9177408,0.45
6,8,2010,13.6020325,1,0,0,94.33462541,1.757356101,381.46,73.7689385,85.51027655,847.57,52.21503145,182.235664,347.42,75.219129,277.8369204,0.45
7,8,2010,11.36701879,1,0,0,94.61002959,1.787493977,375.84,74.01527026,85.64486794,842.34,52.49337789,182.2658893,341.21,75.48877754,277.7569316,0.45
8,8,2010,10.82792123,1,0,0,94.88983264,1.820162528,370.13,74.26485829,85.78319699,837.01,52.77615554,182.2988718,334.87,75.7634127,277.677797,0.45
9,8,2010,8.843511229,1,0,0,95.17394915,1.855356062,364.34,74.51763357,85.92520516,831.58,53.06328119,182.3345638,328.41,76.04294937,277.5995365,0.45
10,8,2010,10.58514869,1,0,0,95.46229315,1.893066407,358.48,74.77352759,86.07083165,826.04,53.35467123,182.3729144,321.83,76.32730091,277.5221665,0.45
11,8,2010,8.161821021,1,0,0,95.75477817,1.933282936,352.54,75.03247231,86.22001345,820.41,53.65024168,182.4138694,315.13,76.61637918,277.4457008,0.45
12,8,2010,10.10010258,1,0,0,96.05131724,1.975992602,346.53,75.29440021,86.37268546,814.67,53.94990819,182.4573717,308.32,76.91009462,277.3701499,0.45
13,8,2010,10.87753898,1,0.0014,0,96.351823,2.021179971,340.44,75.55924423,86.52878053,808.83,54.25358609,182.5033615,301.39,77.2083563,277.2955216,0.45
14,8,2010,9.905182396,1,0.0154,0,96.65620765,2.068827253,334.28,75.82693784,86.68822954,802.9,54.5611904,182.5517764,294.35,77.51107196,277.2218206,0.45
15,8,2010,1.941035085,1,0.0128,0,96.96438306,2.118914344,328.04,76.09741499,86.8509615,796.87,54.87263585,182.6025514,287.21,77.81814808,277.1490489,0.45
16,8,2010,2.059020467,1,0.003,0,97.27626076,2.171418859,321.74,76.37061014,87.0169036,790.74,55.18783687,182.6556193,279.95,78.12948991,277.0772058,0.45
17,8,2010,6.708334292,1,0.0002,0,97.59175198,2.22631617,315.37,76.64645823,87.18598129,784.51,55.50670765,182.7109107,272.58,78.44500152,277.0062877,0.45
18,8,2010,5.936844438,1,0,0,97.91076768,2.283579444,308.93,76.92489468,87.35811836,778.19,55.82916213,182.7683542,265.12,78.76458588,276.9362885,0.45
19,8,2010,4.06414325,1,0,0,98.2332186,2.343179681,302.43,77.20585542,87.53323701,771.78,56.15511399,182.8278765,257.55,79.08814487,276.8671994,0.45
20,8,2010,8.270855417,1,0,0,98.55901524,2.405085755,295.86,77.4892768,87.71125793,765.27,56.48447668,182.8894027,249.88,79.41557933,276.7990091,0.45
21,8,2010,8.423104729,1,0,0,98.88806794,2.469264448,289.23,77.77509567,87.89210032,758.67,56.81716345,182.9528561,242.12,79.74678911,276.7317039,0.45
22,8,2010,5.982094417,1,0.004,0,99.22028685,2.535680489,282.54,78.0632493,88.07568204,751.99,57.15308729,183.0181588,234.26,80.08167313,276.6652677,0.45
23,8,2010,4.515940563,1,0.0004,0,99.555582,2.604296593,275.79,78.35367541,88.26191959,745.21,57.49216098,183.0852313,226.3,80.42012938,276.5996819,0.45
24,8,2010,4.804865854,1,0,0,99.89386329,2.675073497,268.98,78.64631212,88.45072823,738.34,57.8342971,183.1539931,218.26,80.76205498,276.5349259,0.45
25,8,2010,2.409023521,1,0,0,100.2350405,2.747969993,262.12,78.94109797,88.64202203,731.39,58.17940799,183.2243626,210.13,81.10734621,276.4709768,0.45
26,8,2010,1.528443956,1,0,0,100.5790234,2.822942962,255.2,79.23797187,88.83571388,724.36,58.52740578,183.2962572,201.92,81.45589854,276.4078095,0.45
27,8,2010,2.886751146,1,0,0,100.9257216,2.899947411,248.22,79.53687312,89.03171563,717.24,58.87820237,183.3695933,193.62,81.80760669,276.3453969,0.45
28,8,2010,2.747288625,1,0,0,101.2750446,2.978936502,241.2,79.83774136,89.22993808,710.04,59.23170946,183.4442867,185.25,82.16236461,276.2837101,0.45
29,8,2010,3.436921479,1,0,0,101.6269021,3.059861578,234.12,80.14051655,89.43029103,702.75,59.58783848,183.5202526,176.8,82.52006554,276.2227182,0.45
30,8,2010,3.607311521,1,0.0012,0,101.9812036,3.142672201,226.99,80.44513899,89.63268339,695.39,59.94650066,183.5974055,168.27,82.88060204,276.1623882,0.45
31,8,2010,2.923545069,1,0.0044,0,102.3378584,3.227316166,219.82,80.75154925,89.83702316,687.95,60.30760696,183.6756594,159.67,83.24386598,276.1026857,0.45
1,9,2010,0.474464608,1,0.011,0,102.6967763,3.313739537,212.6,81.05968819,90.04321747,680.44,60.67106809,183.754928,151,83.60974859,276.0435744,0.45
2,9,2010,0.033450305,1,0.0024,0,103.0578665,3.401886662,205.33,81.36949692,90.2511727,672.85,61.03679453,183.8351247,142.27,83.97814048,275.9850164,0.45
3,9,2010,0.877595281,1,0.001,0,103.4210386,3.491700199,198.02,81.68091677,90.46079443,665.18,61.40469645,183.9161626,133.47,84.34893166,275.9269723,0.45
4,9,2010,4.154320604,1,0.0046,0,103.7862022,3.583121132,190.66,81.99388929,90.67198752,657.45,61.77468377,183.9979545,124.62,84.72201151,275.8694011,0.45
5,9,2010,5.549303583,1,0.0078,0,104.1532666,3.676088788,183.27,82.30835622,90.88465613,649.65,62.14666611,184.0804134,115.71,85.09726887,275.8122604,0.45
6,9,2010,5.187619417,1,0.0002,0,104.5221414,3.770540855,175.84,82.62425945,91.09870376,641.78,62.52055278,184.163452,106.74,85.47459199,275.7555064,0.45
7,9,2010,7.188870833,1,0,0,104.8927361,3.866413392,168.37,82.94154105,91.31403328,633.84,62.89625278,184.2469831,97.72,85.85386856,275.699094,0.45
8,9,2010,9.2368295,1,0,0,105.2649602,3.963640844,160.86,83.26014316,91.53054695,625.84,63.2736748,184.3309196,88.65,86.23498574,275.6429768,0.45
9,9,2010,9.343438396,1,0,0,105.6387234,4.062156049,153.32,83.58000807,91.74814642,617.78,63.65272717,184.4151743,79.54,86.61783014,275.5871073,0.45
10,9,2010,8.046286375,1,0.0002,0,106.0139351,4.161890248,145.75,83.90107811,91.96673282,609.65,64.03331788,184.4996603,70.39,87.00228785,275.5314367,0.45
11,9,2010,6.300176667,1,0,0,106.390505,4.262773095,138.14,84.22329568,92.18620672,601.47,64.41535454,184.5842911,61.2,87.38824441,275.4759153,0.45
12,9,2010,6.105299813,1,0.0004,0,106.7683425,4.364732656,130.5,84.5466032,92.40646815,593.24,64.7987444,184.66898,51.97,87.77558485,275.4204922,0.45
13,9,2010,5.881551521,1,0.0036,0,107.1473573,4.467695421,122.84,84.87094311,92.62741668,584.95,65.18339431,184.7536409,42.71,88.1641937,275.3651157,0.45
14,9,2010,6.323105792,1,0.0004,0,107.5274588,4.571586305,115.15,85.1962578,92.84895137,576.6,65.56921072,184.8381879,33.42,88.55395494,275.309733,0.45
15,9,2010,6.5378345,1,0.0028,0,107.9085567,4.676328649,107.43,85.52248966,93.07097082,568.21,65.95609963,184.9225354,24.1,88.94475206,275.2542906,0.45
16,9,2010,5.867842188,1,0.014000001,0,108.2905604,4.781844229,99.69,85.84958098,93.29337317,559.78,66.34396664,185.0065983,14.76,89.33646803,275.1987342,0.45
17,9,2010,4.423274583,1,0,0,108.6733795,4.888053254,91.93,86.17747397,93.51605615,551.29,66.73271689,185.0902916,5.4,89.72898532,275.1430087,0.45
18,9,2010,4.236171583,1,0,0,109.0569232,4.99487437,84.14,86.50611072,93.73891703,542.77,67.12225506,185.1735311,0,90.12218587,275.0870583,0.45
19,9,2010,4.364529167,1,0.0012,0,109.4411011,5.102224664,76.34,86.8354332,93.96185272,534.2,67.51248535,185.2562329,0,90.51595112,275.0308267,0.45
20,9,2010,3.851398646,1,0,0,109.8258224,5.210019667,68.52,87.16538318,94.18475972,525.6,67.90331147,185.3383134,0,90.91016201,274.9742569,0.45
21,9,2010,3.393288875,1,0,0,110.2109964,5.318173362,60.68,87.49590225,94.40753416,516.96,68.29463665,185.4196898,0,91.30469896,274.9172914,0.45
22,9,2010,2.867282708,1,0,0,110.5965322,5.426598186,52.83,87.82693179,94.6300718,508.28,68.68636358,185.5002797,0,91.69944189,274.8598724,0.45
23,9,2010,0.595807451,1,0.003,0,110.9823389,5.535205039,44.97,88.15841293,94.8522681,499.58,69.07839445,185.5800013,0,92.09427022,274.8019417,0.45
24,9,2010,0.386846723,1,0.0012,0,111.3683253,5.643903297,37.1,88.49028651,95.07401817,490.85,69.4706309,185.6587733,0,92.48906286,274.7434407,0.45
25,9,2010,-0.484122723,0,0.0002,0,111.7544004,5.75260082,29.21,88.82249309,95.29521684,482.09,69.86297403,185.7365152,0,92.88369822,274.6843107,0.45
26,9,2010,0.080063233,0,0.0008,0,112.1404726,5.861203967,21.32,89.1549729,95.51575866,473.31,70.25532438,185.8131469,0,93.27805423,274.6244927,0.45
27,9,2010,1.810046827,0,0.006,0,112.5264507,5.969617617,13.42,89.4876658,95.73553793,464.51,70.64758193,185.8885893,0,93.67200832,274.5639277,0.45
28,9,2010,3.146500208,0,0.0008,0,112.9122427,6.077745185,5.52,89.82051126,95.95444872,455.69,71.03964611,185.9627639,0,94.06543745,274.5025567,0.45
29,9,2010,4.194700708,1,0,0,113.297757,6.18548865,0,90.15344837,96.17238492,446.86,71.43141573,186.0355927,0,94.45821809,274.4403207,0.45
30,9,2010,2.702379777,1,0,0,113.6829013,6.292748582,0,90.48641573,96.38924025,438.02,71.82278904,186.106999,0,94.85022626,274.377161,0.45
1,10,2010,1.490640301,1,0,0,114.0675835,6.399424171,0,90.81935148,96.60490828,429.17,72.21366371,186.1769066,0,95.24133753,274.3130189,0.45
2,10,2010,2.329964588,1,0,0,114.4517108,6.505413273,0,91.15219328,96.81928253,420.31,72.6039368,186.2452403,0,95.63142702,274.2478364,0.45
3,10,2010,1.124979846,1,0,0,114.8351906,6.61061244,0,91.48487822,97.03225641,411.44,72.99350477,186.3119257,0,96.02036944,274.1815555,0.45
4,10,2010,6.1480515,1,0,0,115.2179297,6.714916978,0,91.81734284,97.24372337,402.58,73.38226352,186.3768895,0,96.40803907,274.1141191,0.45
5,10,2010,6.498465896,1,0,0,115.5998346,6.818220993,0,92.14952306,97.45357685,393.72,73.7701083,186.4400594,0,96.79430983,274.0454704,0.45
6,10,2010,6.327200688,1,0,0,115.9808118,6.920417451,0,92.4813542,97.66171039,384.87,74.15693381,186.5013644,0,97.17905527,273.9755537,0.45
7,10,2010,6.351808438,1,0.0014,0,116.3607671,7.021398244,0,92.81277089,97.86801767,376.02,74.54263415,186.5607341,0,97.56214859,273.9043138,0.45
8,10,2010,5.919630208,1,0.013,0,116.7396061,7.121054257,0,93.14370708,98.07239255,367.18,74.92710281,186.6180999,0,97.94346268,273.8316966,0.45
9,10,2010,3.25234645,1,0.0306,0,117.117234,7.21927545,0,93.474096,98.27472913,358.36,75.31023274,186.6733942,0,98.32287014,273.7576491,0.45
10,10,2010,-2.407605646,1,0,0,117.4935557,7.315950936,0,93.80387008,98.47492183,349.56,75.69191628,186.7265505,0,98.70024333,273.6821194,0.45
11,10,2010,-3.816956979,1,0,0,117.8684755,7.410969077,0,94.13296101,98.67286544,340.77,76.07204525,186.7775042,0,99.07545438,273.6050571,0.45
12,10,2010,-3.372530125,0,0,0,118.2418975,7.50421758,0,94.46129964,98.86845519,332.01,76.45051088,186.8261917,0,99.44837526,273.526413,0.45
13,10,2010,-3.975662458,0,0,0,118.6137251,7.595583601,0,94.78881594,99.06158683,323.28,76.82720389,186.8725512,0,99.81887776,273.4461396,0.45
14,10,2010,-4.534426083,0,0,0,118.9838614,7.684953856,0,95.11543904,99.25215669,314.58,77.20201448,186.9165223,0,100.1868336,273.3641911,0.45
15,10,2010,-4.693701396,0,0,0,119.352209,7.772214747,0,95.44109712,99.44006176,305.91,77.57483233,186.9580466,0,100.5521145,273.2805235,0.45
16,10,2010,-2.41292901,0,0,0,119.7186699,7.857252483,0,95.76571743,99.6251998,297.27,77.94554667,186.9970673,0,100.9145921,273.1950949,0.45
17,10,2010,0.471964343,0,0,0,120.0831457,7.939953216,0,96.08922626,99.80746938,288.68,78.31404624,187.0335292,0,101.274138,273.1078653,0.45
18,10,2010,2.143724333,0,0,0,120.4455374,8.020203186,0,96.41154888,99.98676999,280.12,78.68021935,187.0673794,0,101.6306242,273.0187972,0.45
19,10,2010,-3.125605569,0,0,0,120.8057454,8.097888871,0,96.73260955,100.1630021,271.62,79.04395392,187.0985668,0,101.9839226,272.9278553,0.45
20,10,2010,-8.179332,0,0,0,121.1636697,8.172897142,0,97.05233147,100.3360674,263.16,79.40513746,187.1270424,0,102.3339054,272.8350069,0.45
21,10,2010,-5.366268688,0,0,0,121.5192096,8.245115428,0,97.37063678,100.5058687,254.75,79.76365714,187.1527595,0,102.6804451,272.7402222,0.45
22,10,2010,-2.489412125,0,0,0,121.8722637,8.314431893,0,97.6874465,100.6723099,246.4,80.11939983,187.1756734,0,103.0234146,272.643474,0.45
23,10,2010,-1.655078396,0,0,0,122.2227304,8.38073561,0,98.00268056,100.8352965,238.11,80.47225208,187.195742,0,103.3626871,272.544738,0.45
24,10,2010,-2.764827125,0,0,0,122.570507,8.443916752,0,98.31625776,100.9947356,229.88,80.82210022,187.2129255,0,103.6981365,272.4439934,0.45
25,10,2010,-5.672886813,0,0,0,122.9154907,8.503866785,0,98.62809574,101.1505356,221.71,81.16883037,187.2271865,0,104.0296371,272.3412224,0.45
26,10,2010,-4.375127,0,0,0,123.2575776,8.560478664,0,98.93811098,101.3026067,213.62,81.51232847,187.2384904,0,104.3570638,272.2364106,0.45
27,10,2010,-5.927292792,0,0,0,123.5966635,8.613647047,0,99.24621879,101.450861,205.59,81.85248036,187.2468051,0,104.6802925,272.1295472,0.45
28,10,2010,-3.863942646,0,0,0,123.9326436,8.6632685,0,99.55233331,101.5952122,197.64,82.18917179,187.2521012,0,104.9991996,272.0206251,0.45
29,10,2010,-7.029832771,0,0,0,124.2654124,8.709241724,0,99.85636751,101.7355763,189.77,82.52228848,187.2543522,0,105.3136626,271.909641,0.45
30,10,2010,-6.626015167,0,0,0,124.5948638,8.751467769,0,100.1582331,101.8718713,181.97,82.85171619,187.2535346,0,105.62356,271.7965955,0.45
31,10,2010,0.175656887,0,0,0,124.9208911,8.789850273,0,100.4578408,102.0040172,174.27,83.17734075,187.2496277,0,105.9287713,271.6814932,0.45
1,11,2010,-1.752224046,0,0,0,125.2433872,8.824295686,0,100.7550999,102.1319366,166.65,83.49904812,187.2426137,0,106.2291771,271.564343,0.45
2,11,2010,-5.853830521,0,0,0,125.5622442,8.854713516,0,101.0499186,102.2555544,159.11,83.81672445,187.2324782,0,106.5246594,271.445158,0.45
3,11,2010,-5.176199542,0,0,0,125.8773539,8.881016563,0,101.3422041,102.3747979,151.68,84.13025616,187.2192097,0,106.8151014,271.3239556,0.45
4,11,2010,-5.520132771,0,0,0,126.1886075,8.903121166,0,101.6318623,102.4895971,144.34,84.43952996,187.2028001,0,107.100388,271.2007578,0.45
5,11,2010,-7.926937083,0,0,0,126.4958958,8.92094745,0,101.9187981,102.5998846,137.1,84.74443295,187.1832444,0,107.3804054,271.075591,0.45
6,11,2010,-11.27420702,0,0,0,126.799109,8.934419572,0,102.2029151,102.705596,129.96,85.04485266,187.1605409,0,107.6550415,270.9484862,0.45
7,11,2010,-9.834157625,0,0,0,127.0981371,8.943465969,0,102.484116,102.8066697,122.93,85.34067715,187.1346914,0,107.9241862,270.8194792,0.45
8,11,2010,-8.050563521,0,0,0,127.3928697,8.948019612,0,102.7623025,102.9030469,116,85.63179507,187.105701,0,108.1877309,270.6886104,0.45
9,11,2010,-11.23204619,0,0,0,127.683196,8.948018248,0,103.0373752,102.9946723,109.19,85.91809569,187.0735781,0,108.445569,270.5559251,0.45
10,11,2010,-11.03789429,0,0,0,127.9690052,8.943404653,0,103.3092338,103.0814934,102.49,86.19946905,187.0383347,0,108.6975963,270.4214732,0.45
11,11,2010,-10.27991646,0,0,0,128.2501859,8.934126875,0,103.5777771,103.1634611,95.91,86.47580598,186.9999864,0,108.9437103,270.2853097,0.45
12,11,2010,-8.565169563,0,0,0,128.5266271,8.920138475,0,103.8429029,103.2405297,89.46,86.74699819,186.9585518,0,109.1838111,270.1474941,0.45
13,11,2010,-10.55543679,0,0,0,128.7982174,8.901398769,0,104.1045084,103.3126569,83.12,87.01293837,186.9140536,0,109.4178009,270.0080908,0.45
14,11,2010,-10.19252306,0,0,0,129.0648455,8.877873055,0,104.36249,103.3798038,76.91,87.27352024,186.8665174,0,109.6455844,269.8671691,0.45
15,11,2010,-9.642837792,0,0,0,129.3264003,8.849532848,0,104.6167434,103.4419353,70.83,87.52863866,186.8159729,0,109.8670692,269.7248029,0.45
16,11,2010,-6.104891958,0,0,0,129.582771,8.816356096,0,104.8671637,103.4990197,64.88,87.77818972,186.7624527,0,110.082165,269.5810709,0.45
17,11,2010,-3.525606787,0,0,0,129.8338468,8.778327392,0,105.1136455,103.5510294,59.06,88.0220708,186.7059933,0,110.2907846,269.4360564,0.45
18,11,2010,-1.951078552,0,0,0,130.0795175,8.735438177,0,105.3560828,103.5979402,53.38,88.26018065,186.6466344,0,110.4928437,269.2898472,0.45
19,11,2010,-3.002347042,0,0,0,130.3196735,8.687686938,0,105.5943695,103.639732,47.84,88.49241954,186.5844193,0,110.6882607,269.1425356,0.45
20,11,2010,-3.885070667,0,0,0,130.5542057,8.635079382,0,105.828399,103.6763887,42.45,88.71868928,186.5193945,0,110.8769571,268.9942183,0.45
21,11,2010,-4.951056875,0,0,0,130.7830056,8.577628609,0,106.0580647,103.7078978,37.19,88.93889334,186.4516099,0,111.0588576,268.8449962,0.45
22,11,2010,-10.25401713,0,0,0,131.0059659,8.515355267,0,106.2832596,103.7342513,32.09,89.15293695,186.3811189,0,111.2338901,268.6949743,0.45
23,11,2010,-14.48566875,0,0,0,131.22298,8.44828769,0,106.503877,103.7554451,27.13,89.36072719,186.3079779,0,111.4019857,268.5442616,0.45
24,11,2010,-12.489905,0,0,0,131.4339426,8.376462022,0,106.7198102,103.7714791,22.32,89.56217306,186.2322465,0,111.563079,268.3929708,0.45
25,11,2010,-14.70146125,0,0,0,131.6387495,8.299922325,0,106.9309528,103.7823576,17.67,89.7571856,186.1539877,0,111.717108,268.2412184,0.45
26,11,2010,-17.73175,0,0,0,131.837298,8.218720665,0,107.1371985,103.7880889,13.17,89.94567797,186.0732671,0,111.864014,268.0891242,0.45
27,11,2010,-15.18819417,0,0,0,132.029487,8.13291718,0,107.3384418,103.7886857,8.83,90.12756554,185.9901538,0,112.0037423,267.9368114,0.45
28,11,2010,-13.35625542,0,0,0,132.2152169,8.042580128,0,107.5345774,103.784165,4.65,90.30276599,185.9047195,0,112.1362416,267.784406,0.45
29,11,2010,-8.382939708,0,0,0,132.3943902,7.947785911,0,107.7255009,103.7745479,0.63,90.4711994,185.8170387,0,112.2614644,267.6320372,0.45
30,11,2010,-5.231518688,0,0,0,132.566911,7.848619079,0,107.9111087,103.75986,0,90.63278834,185.7271888,0,112.3793668,267.4798364,0.45
1,12,2010,-4.253707208,0,0,0,132.7326861,7.745172305,0,108.0912979,103.7401312,0,90.78745797,185.6352497,0,112.4899091,267.3279378,0.45
2,12,2010,-2.067563313,0,0,0,132.8916241,7.637546344,0,108.2659669,103.7153957,0,90.93513612,185.541304,0,112.5930551,267.1764774,0.45
3,12,2010,-3.605094771,0,0,0,133.0436363,7.525849959,0,108.4350153,103.6856921,0,91.07575335,185.4454366,0,112.6887729,267.0255933,0.45
4,12,2010,-7.502712083,0,0,0,133.1886366,7.41019982,0,108.5983437,103.6510632,0,91.2092431,185.3477347,0,112.7770341,266.8754251,0.45
5,12,2010,-12.92111183,0,0,0,133.3265416,7.290720386,0,108.7558543,103.6115564,0,91.33554172,185.248288,0,112.8578148,266.7261139,0.45
6,12,2010,-13.497085,0,0,0,133.457271,7.167543749,0,108.9074511,103.5672232,0,91.45458857,185.147188,0,112.9310947,266.5778019,0.45
7,12,2010,-12.56260027,0,0,0,133.5807475,7.040809459,0,109.0530394,103.5181195,0,91.56632611,185.0445285,0,112.9968579,266.4306322,0.45
8,12,2010,-10.49288302,0,0,0,133.6968969,6.910664316,0,109.1925265,103.4643054,0,91.67069996,184.9404049,0,113.0550923,266.2847483,0.45
9,12,2010,-11.37117971,0,0,0,133.8056485,6.777262137,0,109.3258216,103.4058454,0,91.76765896,184.8349146,0,113.10579,266.1402942,0.45
10,12,2010,-10.27960019,0,0,0,133.9069351,6.640763497,0,109.4528361,103.342808,0,91.8571553,184.7281566,0,113.1489473,265.9974141,0.45
11,12,2010,-11.38641602,0,0,0,134.0006934,6.501335442,0,109.5734835,103.275266,0,91.93914449,184.6202315,0,113.1845643,265.8562517,0.45
12,12,2010,-8.700340813,0,0,0,134.0868635,6.359151174,0,109.6876796,103.2032964,0,92.01358554,184.511241,0,113.2126454,265.7169505,0.45
13,12,2010,-9.887197271,0,0,0,134.1653897,6.214389717,0,109.7953426,103.12698,0,92.08044091,184.4012885,0,113.2331991,265.5796531,0.45
14,12,2010,-6.966870167,0,0,0,134.2362202,6.06723555,0,109.8963935,103.0464018,0,92.13967664,184.2904783,0,113.2462377,265.4445012,0.45
15,12,2010,-5.068054313,0,0,0,134.2993076,5.917878224,0,109.9907557,102.9616505,0,92.19126235,184.1789158,0,113.2517777,265.3116354,0.45
16,12,2010,-9.470042771,0,0,0,134.3546085,5.766511952,0,110.0783556,102.8728188,0,92.23517132,184.0667072,0,113.2498398,265.1811946,0.45
17,12,2010,-12.90869813,0,0,0,134.4020841,5.613335183,0,110.1591224,102.7800029,0,92.27138052,183.9539597,0,113.2404481,265.0533161,0.45
18,12,2010,-18.25145771,0,0,0,134.4416999,5.458550151,0,110.2329884,102.6833028,0,92.29987065,183.8407809,0,113.2236313,264.9281354,0.45
19,12,2010,-18.29595667,0,0,0,134.4734261,5.302362415,0,110.299889,102.5828219,0,92.32062614,183.7272791,0,113.1994214,264.8057856,0.45
20,12,2010,-18.55778813,0,0,0,134.4972373,5.144980375,0,110.3597627,102.4786671,0,92.33363522,183.6135629,0,113.1678546,264.6863976,0.45
21,12,2010,-14.56232917,0,0,0,134.5131129,4.986614783,0,110.4125515,102.3709484,0,92.33888991,183.4997411,0,113.1289707,264.5700998,0.45
22,12,2010,-14.99304708,0,0,0,134.5210371,4.827478237,0,110.4582007,102.2597789,0,92.33638606,183.3859227,0,113.0828131,264.4570176,0.45
23,12,2010,-12.01476969,0,0,0,134.5209988,4.667784672,0,110.4966591,102.1452748,0,92.3261233,183.2722166,0,113.0294291,264.3472736,0.45
24,12,2010,-7.956745375,0,0,0,134.5129916,4.507748837,0,110.5278792,102.027555,0,92.30810514,183.1587318,0,112.9688693,264.2409872,0.45
25,12,2010,-6.240191021,0,0,0,134.497014,4.347585775,0,110.5518169,101.906741,0,92.28233886,183.0455767,0,112.9011879,264.1382746,0.45
26,12,2010,-10.31435096,0,0,0,134.4730693,4.187510302,0,110.5684321,101.7829569,0,92.24883559,182.9328596,0,112.8264425,264.0392483,0.45
27,12,2010,-10.26814938,0,0,0,134.4411657,4.02773648,0,110.5776883,101.656329,0,92.20761025,182.820688,0,112.7446939,263.9440174,0.45
28,12,2010,-9.239552063,0,0,0,134.4013159,3.868477101,0,110.5795529,101.5269857,0,92.15868153,182.7091691,0,112.6560061,263.8526873,0.45
29,12,2010,-8.718311646,0,0,0,134.3535377,3.709943172,0,110.5739973,101.3950572,0,92.10207188,182.598409,0,112.5604465,263.7653593,0.45
30,12,2010,-5.709782313,0,0,0,134.2978535,3.552343412,0,110.5609966,101.2606756,0,92.03780748,182.4885131,0,112.4580851,263.682131,0.45
31,12,2010,-5.860042438,0,0,0,134.2342903,3.395883759,0,110.5405302,101.1239743,0,91.96591821,182.3795857,0,112.348995,263.6030957,0.45
