Year,Month,Corrected temp,PrecipSeason,Precip_m_RAW,Tau
1968,7,5.61971,1,0.02,0.45
1968,8,4.534098,1,0.04,0.45
1968,9,1.277262,1,0.01,0.45
1968,10,-6.453995,0,0.03,0.45
1968,11,-4.895625,0,0.02,0.45
1968,12,-5.603975,0,0.02,0.45
1969,1,-12.75831,0,0.01,0.45
1969,2,-15.02503,0,0,0.45
1969,3,-8.50821,0,0.01,0.45
1969,4,-5.320635,0,0.01,0.45
1969,5,-1.979574,0,0,0.45
1969,6,6.211862,1,0.01,0.45
1969,7,8.08701,1,0.07,0.45
1969,8,9.07393,1,0.04,0.45
1969,9,1.770722,1,0.02,0.45
1969,10,-1.920555,0,0.06,0.45
1969,11,-7.020675,0,0.01,0.45
1969,12,-9.995745,0,0.01,0.45
1970,1,-11.34161,0,0.01,0.45
1970,2,-13.962505,0,0.01,0.45
1970,3,-8.012365,0,0,0.45
1970,4,-7.09151,0,0.01,0.45
1970,5,0.092958,1,0.01,0.45
1970,6,6.902706,1,0.03,0.45
1970,7,8.679162,1,0.07,0.45
1970,8,7.198782,1,0.03,0.45
1970,9,2.066798,1,0.02,0.45
1970,10,-2.13306,0,0.02,0.45
1970,11,-7.79986,0,0.01,0.45
1970,12,-6.52483,0,0.02,0.45
1971,1,-9.570735,0,0.04,0.45
1971,2,-11.48328,0,0.01,0.45
1971,3,-11.34161,0,0.01,0.45
1971,4,-6.028985,0,0.01,0.45
1971,5,-1.190038,0,0,0.45
1971,6,5.915786,1,0.02,0.45
1971,7,6.014478,1,0.05,0.45
1971,8,6.409246,1,0.07,0.45
1971,9,1.573338,1,0.02,0.45
1971,10,-2.98308,0,0.04,0.45
1971,11,-8.22487,0,0.02,0.45
1971,12,-6.94984,0,0.03,0.45
1972,1,-9.92491,0,0,0.45
1972,2,-10.562425,0,0.01,0.45
1972,3,-7.51652,0,0.02,0.45
1972,4,-4.54145,0,0.01,0.45
1972,5,-0.30181,0,0.01,0.45
1972,6,7.790934,1,0.04,0.45
1972,7,9.666082,1,0.06,0.45
1972,8,7.297474,1,0.05,0.45
1972,9,1.67203,1,0.07,0.45
1972,10,-2.487235,0,0.02,0.45
1972,11,-7.020675,0,0.05,0.45
1972,12,-5.178965,0,0.04,0.45
1973,1,-8.22487,0,0.04,0.45
1973,2,-10.63326,0,0.01,0.45
1973,3,-6.52483,0,0.03,0.45
1973,4,-5.67481,0,0.02,0.45
1973,5,-0.696578,0,0.01,0.45
1973,6,5.323634,1,0.02,0.45
1973,7,10.55431,1,0.04,0.45
1973,8,4.928866,1,0.04,0.45
1973,9,-0.104426,0,0.01,0.45
1973,10,-4.39978,0,0.02,0.45
1973,11,-7.729025,0,0.03,0.45
1973,12,-12.47497,0,0.03,0.45
1974,1,-8.862385,0,0.01,0.45
1974,2,-8.437375,0,0.02,0.45
1974,3,-6.38316,0,0,0.45
1974,4,-2.912245,0,0.01,0.45
1974,5,0.487726,1,0,0.45
1974,6,6.60663,1,0.02,0.45
1974,7,8.185702,1,0.07,0.45
1974,8,6.804014,1,0.04,0.45
1974,9,3.64587,1,0.03,0.45
1974,10,-3.69143,0,0.01,0.45
1974,11,-7.23318,0,0,0.45
1974,12,-7.94153,0,0.01,0.45
1975,1,-10.63326,0,0.04,0.45
1975,2,-5.10813,0,0.04,0.45
1975,3,-6.24149,0,0.01,0.45
1975,4,-4.82479,0,0.01,0.45
1975,5,-0.104426,0,0.05,0.45
1975,6,2.264182,1,0.02,0.45
1975,7,5.422326,1,0.02,0.45
1975,8,4.731482,1,0.03,0.45
1975,9,2.362874,1,0.02,0.45
1975,10,-2.062225,0,0.06,0.45
1975,11,-4.895625,0,0.02,0.45
1975,12,-8.22487,0,0.07,0.45
1976,1,-14.74169,0,0.02,0.45
1976,2,-7.79986,0,0.02,0.45
1976,3,-9.07489,0,0.01,0.45
1976,4,-4.82479,0,0.01,0.45
1976,5,1.375954,1,0.01,0.45
1976,6,4.336714,1,0.01,0.45
1976,7,6.804014,1,0.04,0.45
1976,8,6.310554,1,0.01,0.45
1976,9,-0.104426,0,0.01,0.45
1976,10,-4.68312,0,0.01,0.45
1976,11,-7.23318,0,0.03,0.45
1976,12,-10.562425,0,0.01,0.45
1977,1,-13.04165,0,0.01,0.45
1977,2,-11.979125,0,0.01,0.45
1977,3,-7.51652,0,0.04,0.45
1977,4,-6.94984,0,0.01,0.45
1977,5,-1.584806,0,0.01,0.45
1977,6,2.955026,1,0.02,0.45
1977,7,7.297474,1,0.05,0.45
1977,8,6.804014,1,0.04,0.45
1977,9,0.981186,1,0.02,0.45
1977,10,-3.053915,0,0.04,0.45
1977,11,-5.462305,0,0.02,0.45
1977,12,-7.94153,0,0.02,0.45
1978,1,-13.395825,0,0.05,0.45
1978,2,-11.837455,0,0.02,0.45
1978,3,-9.429065,0,0.01,0.45
1978,4,-5.462305,0,0.01,0.45
1978,5,-0.30181,0,0.01,0.45
1978,6,6.409246,1,0.01,0.45
1978,7,8.481778,1,0.06,0.45
1978,8,5.915786,1,0.08,0.45
1978,9,0.783802,1,0.03,0.45
1978,10,-3.478925,0,0.03,0.45
1978,11,-5.462305,0,0.04,0.45
1978,12,-12.687475,0,0.01,0.45
1979,1,-13.46666,0,0.01,0.45
1979,2,-10.987435,0,0.02,0.45
1979,3,-7.870695,0,0,0.45
1979,4,-4.753955,0,0.01,0.45
1979,5,-0.203118,0,0.03,0.45
1979,6,5.521018,1,0.03,0.45
1979,7,9.172622,1,0.06,0.45
1979,8,7.001398,1,0.06,0.45
1979,9,1.869414,1,0.03,0.45
1979,10,-3.903935,0,0.02,0.45
1979,11,-6.09982,0,0.01,0.45
1979,12,-7.445685,0,0.02,0.45
1980,1,-11.48328,0,0.03,0.45
1980,2,-13.04165,0,0,0.45
1980,3,-9.07489,0,0.01,0.45
1980,4,-2.770575,0,0.01,0.45
1980,5,0.389034,1,0.02,0.45
1980,6,7.396166,1,0.06,0.45
1980,7,9.863466,1,0.03,0.45
1980,8,7.692242,1,0.07,0.45
1980,9,2.955026,1,0.02,0.45
1980,10,-3.337255,0,0.02,0.45
1980,11,-7.79986,0,0.03,0.45
1980,12,-11.48328,0,0.02,0.45
1981,1,-11.270775,0,0.07,0.45
1981,2,-12.829145,0,0.01,0.45
1981,3,-11.62495,0,0.02,0.45
1981,4,-4.045605,0,0.01,0.45
1981,5,1.079878,1,0.01,0.45
1981,6,1.67203,1,0.03,0.45
1981,7,7.297474,1,0.11,0.45
1981,8,5.915786,1,0.07,0.45
1981,9,1.67203,1,0.04,0.45
1981,10,-3.053915,0,0.02,0.45
1981,11,-7.09151,0,0,0.45
1981,12,-12.3333,0,0.03,0.45
1982,1,-10.420755,0,0.03,0.45
1982,2,-7.162345,0,0.02,0.45
1982,3,-7.23318,0,0.02,0.45
1982,4,-3.903935,0,0.02,0.45
1982,5,-0.597886,0,0.02,0.45
1982,6,1.770722,1,0.01,0.45
1982,7,7.10009,1,0.05,0.45
1982,8,6.11317,1,0.06,0.45
1982,9,1.079878,1,0.03,0.45
1982,10,-2.27473,0,0.01,0.45
1982,11,-5.462305,0,0.03,0.45
1982,12,-6.94984,0,0.03,0.45
1983,1,-9.35823,0,0.01,0.45
1983,2,-8.862385,0,0.03,0.45
1983,3,-8.50821,0,0.02,0.45
1983,4,-3.620595,0,0,0.45
1983,5,1.474646,1,0.01,0.45
1983,6,4.13933,1,0.01,0.45
1983,7,7.001398,1,0.12,0.45
1983,8,4.040638,1,0.11,0.45
1983,9,3.15241,1,0.03,0.45
1983,10,-3.053915,0,0.02,0.45
1983,11,-7.51652,0,0.06,0.45
1983,12,-10.49159,0,0.06,0.45
1984,1,-12.89998,0,0.02,0.45
1984,2,-7.51652,0,0.01,0.45
1984,3,-8.720715,0,0.01,0.45
1984,4,-3.620595,0,0.01,0.45
1984,5,3.15241,1,0.02,0.45
1984,6,5.61971,1,0.04,0.45
1984,7,6.211862,1,0.09,0.45
1984,8,5.718402,1,0.03,0.45
1984,9,1.079878,1,0.02,0.45
1984,10,-2.912245,0,0.01,0.45
1984,11,-7.09151,0,0.01,0.45
1984,12,-7.020675,0,0.01,0.45
1985,1,-12.829145,0,0.03,0.45
1985,2,-16.5834,0,0.01,0.45
1985,3,-8.012365,0,0.01,0.45
1985,4,-6.312325,0,0.01,0.45
1985,5,-1.28873,0,0.01,0.45
1985,6,5.323634,1,0.02,0.45
1985,7,9.172622,1,0.05,0.45
1985,8,7.10009,1,0.04,0.45
1985,9,1.968106,1,0.04,0.45
1985,10,-1.70805,0,0.09,0.45
1985,11,-6.94984,0,0.01,0.45
1985,12,-12.04996,0,0.01,0.45
1986,1,-13.820835,0,0.01,0.45
1986,2,-9.004055,0,0.02,0.45
1986,3,-5.81648,0,0.02,0.45
1986,4,-5.037295,0,0.02,0.45
1986,5,1.67203,1,0.03,0.45
1986,6,6.804014,1,0.01,0.45
1986,7,8.185702,1,0.04,0.45
1986,8,5.12625,1,0.01,0.45
1986,9,-0.005734,0,0.02,0.45
1986,10,-1.495545,0,0.03,0.45
1986,11,-4.54145,0,0.02,0.45
1986,12,-13.32499,0,0,0.45
1987,1,-12.61664,0,0.02,0.45
1987,2,-11.19994,0,0.03,0.45
1987,3,-10.279085,0,0,0.45
1987,4,-4.895625,0,0.02,0.45
1987,5,-0.696578,0,0.03,0.45
1987,6,4.534098,1,0.03,0.45
1987,7,6.409246,1,0.03,0.45
1987,8,4.336714,1,0.04,0.45
1987,9,1.770722,1,0.01,0.45
1987,10,0.417,1,0.02,0.45
1987,11,-7.870695,0,0.02,0.45
1987,12,-9.4999,0,0.05,0.45
1988,1,-11.554115,0,0.02,0.45
1988,2,-12.3333,0,0.01,0.45
1988,3,-11.48328,0,0.01,0.45
1988,4,-6.028985,0,0.02,0.45
1988,5,0.092958,1,0,0.45
1988,6,5.817094,1,0.01,0.45
1988,7,10.06085,1,0.05,0.45
1988,8,6.507938,1,0.04,0.45
1988,9,3.15241,1,0.04,0.45
1988,10,-2.203895,0,0.02,0.45
1988,11,-6.879005,0,0.04,0.45
1988,12,-8.50821,0,0.04,0.45
1989,1,-6.737335,0,0.04,0.45
1989,2,-8.0832,0,0.05,0.45
1989,3,-5.887315,0,0.01,0.45
1989,4,-2.628905,0,0.02,0.45
1989,5,0.487726,1,0.02,0.45
1989,6,5.915786,1,0.01,0.45
1989,7,5.817094,1,0.08,0.45
1989,8,7.59355,1,0.05,0.45
1989,9,2.955026,1,0.03,0.45
1989,10,-3.54976,0,0.02,0.45
1989,11,-4.54145,0,0.03,0.45
1989,12,-8.720715,0,0.07,0.45
1990,1,-10.562425,0,0.02,0.45
1990,2,-5.67481,0,0.03,0.45
1990,3,-6.24149,0,0.02,0.45
1990,4,-2.912245,0,0.01,0.45
1990,5,-0.104426,0,0.02,0.45
1990,6,6.409246,1,0.03,0.45
1990,7,8.777854,1,0.05,0.45
1990,8,8.08701,1,0.05,0.45
1990,9,2.757642,1,0.01,0.45
1990,10,-1.42471,0,0.02,0.45
1990,11,-6.595665,0,0.03,0.45
1990,12,-4.68312,0,0.02,0.45
1991,1,-7.65819,0,0.02,0.45
1991,2,-13.820835,0,0,0.45
1991,3,-8.437375,0,0.02,0.45
1991,4,-3.40809,0,0,0.45
1991,5,-0.79527,0,0.01,0.45
1991,6,6.014478,1,0.04,0.45
1991,7,7.494858,1,0.03,0.45
1991,8,7.692242,1,0.03,0.45
1991,9,0.586418,1,0.03,0.45
1991,10,-1.99139,0,0.03,0.45
1991,11,-5.81648,0,0.05,0.45
1991,12,-4.68312,0,0.04,0.45
1992,1,-6.028985,0,0.05,0.45
1992,2,-6.453995,0,0.04,0.45
1992,3,-5.887315,0,0.02,0.45
1992,4,-5.462305,0,0.01,0.45
1992,5,1.17857,1,0.02,0.45
1992,6,6.804014,1,0.03,0.45
1992,7,6.11317,1,0.09,0.45
1992,8,5.422326,1,0.02,0.45
1992,9,3.547178,1,0.02,0.45
1992,10,-5.53314,0,0.02,0.45
1992,11,-8.22487,0,0.02,0.45
1992,12,-5.462305,0,0.08,0.45
1993,1,-7.162345,0,0.04,0.45
1993,2,-7.23318,0,0.04,0.45
1993,3,-7.729025,0,0.08,0.45
1993,4,-5.2498,0,0,0.45
1993,5,-0.400502,0,0.03,0.45
1993,6,2.856334,1,0.03,0.45
1993,7,8.975238,1,0.06,0.45
1993,8,6.409246,1,0.08,0.45
1993,9,0.487726,1,0.01,0.45
1993,10,-4.045605,0,0.03,0.45
1993,11,-5.462305,0,0,0.45
1993,12,-11.129105,0,0.03,0.45
1994,1,-13.18332,0,0.03,0.45
1994,2,-10.420755,0,0.01,0.45
1994,3,-7.729025,0,0.01,0.45
1994,4,-2.487235,0,0.01,0.45
1994,5,-0.79527,0,0.01,0.45
1994,6,4.13933,1,0.02,0.45
1994,7,7.790934,1,0.03,0.45
1994,8,7.10009,1,0.03,0.45
1994,9,1.573338,1,0.01,0.45
1994,10,-2.770575,0,0.02,0.45
1994,11,-5.53314,0,0.02,0.45
1994,12,-5.81648,0,0.03,0.45
1995,1,-8.36654,0,0.01,0.45
1995,2,-9.145725,0,0.02,0.45
1995,3,-6.028985,0,0.01,0.45
1995,4,-5.10813,0,0.01,0.45
1995,5,-1.190038,0,0.03,0.45
1995,6,5.027558,1,0.03,0.45
1995,7,6.60663,1,0.02,0.45
1995,8,5.521018,1,0.07,0.45
1995,9,2.362874,1,0.01,0.45
1995,10,-2.770575,0,0.07,0.45
1995,11,-6.737335,0,0.04,0.45
1995,12,-9.995745,0,0.02,0.45
1996,1,-7.79986,0,0.03,0.45
1996,2,-12.687475,0,0.01,0.45
1996,3,-7.020675,0,0.01,0.45
1996,4,-4.68312,0,0.02,0.45
1996,5,-2.27565,0,0.02,0.45
1996,6,4.336714,1,0.05,0.45
1996,7,7.790934,1,0.03,0.45
1996,8,8.679162,1,0.05,0.45
1996,9,2.066798,1,0.01,0.45
1996,10,-1.778885,0,0.03,0.45
1996,11,-7.162345,0,0.03,0.45
1996,12,-8.93322,0,0.01,0.45
1997,1,-7.870695,0,0.09,0.45
1997,2,-9.4999,0,0.02,0.45
1997,3,-7.09151,0,0.04,0.45
1997,4,-6.170655,0,0.02,0.45
1997,5,-0.597886,0,0.01,0.45
1997,6,6.409246,1,0,0.45
1997,7,9.863466,1,0.05,0.45
1997,8,8.185702,1,0.03,0.45
1997,9,4.040638,1,0.02,0.45
1997,10,-2.98308,0,0.02,0.45
1997,11,-7.729025,0,0.01,0.45
1997,12,-7.162345,0,0.04,0.45
1998,1,-8.720715,0,0.02,0.45
1998,2,-11.837455,0,0.07,0.45
1998,3,-9.21656,0,0.01,0.45
1998,4,-5.10813,0,0,0.45
1998,5,-0.696578,0,0.02,0.45
1998,6,5.224942,1,0.03,0.45
1998,7,9.56739,1,0.06,0.45
1998,8,6.507938,1,0.06,0.45
1998,9,1.67203,1,0.02,0.45
1998,10,-2.84141,0,0.04,0.45
1998,11,-9.570735,0,0.01,0.45
1998,12,-8.93322,0,0.02,0.45
1999,1,-12.545805,0,0.01,0.45
1999,2,-11.554115,0,0.01,0.45
1999,3,-7.51652,0,0,0.45
1999,4,-3.195585,0,0.02,0.45
1999,5,-0.696578,0,0.02,0.45
1999,6,6.902706,1,0.05,0.45
1999,7,7.396166,1,0.09,0.45
1999,8,4.928866,1,0.03,0.45
1999,9,4.63279,1,0.04,0.45
1999,10,-1.28304,0,0.04,0.45
1999,11,-3.12475,0,0.06,0.45
1999,12,-8.862385,0,0.01,0.45
2000,1,-6.80817,0,0.03,0.45
2000,2,-9.07489,0,0.03,0.45
2000,3,-6.453995,0,0.02,0.45
2000,4,-4.54145,0,0.02,0.45
2000,5,0.981186,1,0.03,0.45
2000,6,4.336714,1,0.05,0.45
2000,7,8.58047,1,0.05,0.45
2000,8,6.60663,1,0.06,0.45
2000,9,3.053718,1,0.02,0.45
2000,10,-0.078845,0,0.03,0.45
2000,11,-5.53314,0,0,0.45
2000,12,-8.154035,0,0.01,0.45
2001,1,-8.0832,0,0.02,0.45
2001,2,-11.48328,0,0.02,0.45
2001,3,-11.19994,0,0,0.45
2001,4,-4.753955,0,0.01,0.45
2001,5,0.19165,1,0.02,0.45
2001,6,6.902706,1,0.06,0.45
2001,7,7.494858,1,0.09,0.45
2001,8,7.10009,1,0.06,0.45
2001,9,4.534098,1,0.02,0.45
2001,10,-1.778885,0,0.02,0.45
2001,11,-5.037295,0,0.03,0.45
2001,12,-8.154035,0,0.01,0.45
2002,1,-9.570735,0,0.07,0.45
2002,2,-9.145725,0,0.03,0.45
2002,3,-8.36654,0,0.01,0.45
2002,4,-2.27473,0,0.01,0.45
2002,5,3.053718,1,0.01,0.45
2002,6,8.383086,1,0.01,0.45
2002,7,9.271314,1,0.08,0.45
2002,8,8.876546,1,0.03,0.45
2002,9,2.362874,1,0.04,0.45
2002,10,-4.68312,0,0.01,0.45
2002,11,-8.437375,0,0,0.45
2002,12,-10.279085,0,0.01,0.45
2003,1,-14.45835,0,0.04,0.45
2003,2,-6.312325,0,0.01,0.45
2003,3,-5.178965,0,0.06,0.45
2003,4,-3.40809,0,0,0.45
2003,5,1.474646,1,0.02,0.45
2003,6,5.817094,1,0.02,0.45
2003,7,11.442538,1,0.05,0.45
2003,8,7.988318,1,0.06,0.45
2003,9,2.362874,1,0.05,0.45
2003,10,-2.912245,0,0.04,0.45
2003,11,-4.82479,0,0.01,0.45
2003,12,-7.79986,0,0.05,0.45
2004,1,-12.970815,0,0,0.45
2004,2,-8.295705,0,0.02,0.45
2004,3,-5.95815,0,0.01,0.45
2004,4,-2.55807,0,0,0.45
2004,5,1.375954,1,0.01,0.45
2004,6,4.534098,1,0.04,0.45
2004,7,9.962158,1,0.18,0.45
2004,8,7.889626,1,0.04,0.45
2004,9,3.053718,1,0.06,0.45
2004,10,-2.345565,0,0.01,0.45
2004,11,-5.39147,0,0.02,0.45
2004,12,-5.67481,0,0.02,0.45
2005,1,-7.94153,0,0.04,0.45
2005,2,-9.35823,0,0,0.45
2005,3,-8.50821,0,0.01,0.45
2005,4,-2.27473,0,0.01,0.45
2005,5,-0.499194,0,0.03,0.45
2005,6,6.11317,1,0.04,0.45
2005,7,10.06085,1,0.04,0.45
2005,8,7.396166,1,0.09,0.45
2005,9,2.757642,1,0.03,0.45
2005,10,-0.85803,0,0.03,0.45
2005,11,-4.612285,0,0.02,0.45
2005,12,-8.93322,0,0.02,0.45
2006,1,-7.23318,0,0.02,0.45
2006,2,-9.21656,0,0.02,0.45
2006,3,-10.987435,0,0.01,0.45
2006,4,-2.770575,0,0,0.45
2006,5,1.869414,1,0.01,0.45
2006,6,5.12625,1,0.06,0.45
2006,7,7.790934,1,0.04,0.45
2006,8,9.07393,1,0.02,0.45
2006,9,3.547178,1,0.07,0.45
2006,10,-3.620595,0,0.02,0.45
2006,11,-5.53314,0,0.01,0.45
2006,12,-5.2498,0,0.04,0.45
2007,1,-10.06658,0,0.02,0.45
2007,2,-13.537495,0,0.02,0.45
2007,3,-4.68312,0,0.01,0.45
2007,4,-3.12475,0,0.02,0.45
2007,5,0.290342,1,0.04,0.45
2007,6,6.211862,1,0.01,0.45
2007,7,9.271314,1,0.07,0.45
2007,8,7.198782,1,0.05,0.45
2007,9,1.67203,1,0.04,0.45
2007,10,-0.43302,0,0.02,0.45
2007,11,-5.603975,0,0.02,0.45
2007,12,-4.895625,0,0.03,0.45
2008,1,-8.0832,0,0.01,0.45
2008,2,-7.23318,0,0.03,0.45
2008,3,-9.429065,0,0,0.45
2008,4,-4.11644,0,0.01,0.45
2008,5,-0.30181,0,0.01,0.45
2008,6,5.323634,1,0.06,0.45
2008,7,8.481778,1,0.03,0.45
2008,8,5.521018,1,0.03,0.45
2008,9,1.968106,1,0.03,0.45
2008,10,-1.99139,0,0.02,0.45
2008,11,-6.453995,0,0.02,0.45
2008,12,-7.23318,0,0.01,0.45
2009,1,-8.720715,0,0.02,0.45
2009,2,-12.04996,0,0.02,0.45
2009,3,-8.22487,0,0.01,0.45
2009,4,-3.762265,0,0.02,0.45
2009,5,2.856334,1,0.04,0.45
2009,6,4.830174,1,0.01,0.45
2009,7,8.679162,1,0.02,0.45
2009,8,8.777854,1,0.05,0.45
2009,9,3.64587,1,0.03,0.45
2009,10,-3.620595,0,0.02,0.45
2009,11,-5.81648,0,0,0.45
2009,12,-10.06658,0,0,0.45
2010,1,-10.9166,0,0.01,0.45
2010,2,-13.32499,0,0.01,0.45
2010,3,-8.862385,0,0.02,0.45
2010,4,-3.620595,0,0,0.45
2010,5,1.17857,1,0.04,0.45
2010,6,3.251102,1,0.04,0.45
2010,7,7.889626,1,0.05,0.45
2010,8,5.817094,1,0.02,0.45
2010,9,2.856334,1,0.02,0.45
